Sample, accel, ADC_0, ADC_1, ADC_2, Interval,,time, acceleration
1376,1136.6199,735.0877,594.7825,630.7017,5.3666,,7289.7408,1136.6199
1377,1135.8161,735.0877,590.4347,633.3333,5.3758,,7295.1166,1135.8161
1378,1133.2147,733.3333,590.4347,630.7017,5.3747,,7300.4913,1133.2147
1379,1142.4376,748.2456,590.4347,629.8245,5.3655,,7305.8568,1142.4376
1380,1138.7062,740.3508,591.3043,631.5789,5.39,,7311.2468,1138.7062
1381,1136.5731,734.2105,593.913,632.4561,5.3666,,7316.6134,1136.5731
1382,1134.77,735.0877,592.1738,629.8245,5.3671,,7321.9805,1134.77
1383,1137.0983,735.9649,597.3912,628.0701,5.3731,,7327.3536,1137.0983
1384,1134.9042,736.8421,593.0434,627.1929,5.3585,,7332.7121,1134.9042
1385,1139.0711,735.9649,596.5217,632.4561,5.3606,,7338.0727,1139.0711
1386,1138.6074,740.3508,593.913,628.9473,5.3743,,7343.447,1138.6074
1387,1136.9643,734.2105,596.5217,630.7017,5.3676,,7348.8146,1136.9643
1388,1137.4158,737.7192,593.0434,630.7017,5.3775,,7354.1921,1137.4158
1389,1139.6889,737.7192,597.3912,630.7017,5.3742,,7359.5663,1139.6889
1390,1137.4511,734.2105,596.5217,631.5789,5.3682,,7364.9345,1137.4511
1391,1136.7181,732.4561,599.1304,629.8245,5.3764,,7370.3109,1136.7181
1392,1139.1213,736.8421,597.3912,630.7017,5.366,,7375.6769,1139.1213
1393,1141.1473,737.7192,597.3912,633.3333,5.3666,,7381.0435,1141.1473
1394,1138.4262,734.2105,596.5217,633.3333,5.3747,,7386.4182,1138.4262
1395,1136.398,733.3333,596.5217,630.7017,5.3649,,7391.7831,1136.398
1396,1137.1875,735.9649,594.7825,630.7017,5.3775,,7397.1606,1137.1875
1397,1140.2569,738.5964,597.3912,630.7017,5.378,,7402.5386,1140.2569
1398,1135.7253,738.5964,588.6956,630.7017,5.3638,,7407.9024,1135.7253
1399,1138.7479,737.7192,596.5217,629.8245,5.3785,,7413.2809,1138.7479
1400,1147.7319,735.9649,617.3912,628.0701,5.3677,,7418.6486,1147.7319
1401,1139.4937,739.4736,593.913,631.5789,5.3643,,7424.0129,1139.4937
1402,1138.7974,736.8421,593.0434,634.2105,5.3791,,7429.392,1138.7974
1403,1138.3237,737.7192,594.7825,630.7017,5.3633,,7434.7553,1138.3237
1404,1140.2055,737.7192,596.5217,632.4561,5.3775,,7440.1328,1140.2055
1405,1140.6923,737.7192,596.5217,633.3333,5.3763,,7445.5091,1140.6923
1406,1137.0328,737.7192,590.4347,632.4561,5.3671,,7450.8762,1137.0328
1407,1136.4984,738.5964,593.913,627.1929,5.3737,,7456.2499,1136.4984
1408,1135.8251,735.9649,592.1738,630.7017,5.3671,,7461.617,1135.8251
1409,1137.4991,738.5964,593.0434,629.8245,5.3666,,7466.9836,1137.4991
1410,1136.7659,735.9649,593.0434,631.5789,5.3726,,7472.3562,1136.7659
1411,1140.4848,740.3508,595.6521,630.7017,5.3649,,7477.7211,1140.4848
1412,1137.7877,736.8421,593.913,631.5789,5.3687,,7483.0898,1137.7877
1413,1135.5661,734.2105,594.7825,629.8245,5.3813,,7488.4711,1135.5661
1414,1136.7329,735.9649,593.913,630.7017,5.3665,,7493.8376,1136.7329
1415,1137.9851,738.5964,593.0434,630.7017,5.3921,,7499.2297,1137.9851
1416,1141.0024,740.3508,594.7825,632.4561,5.3639,,7504.5936,1141.0024
1417,1140.467,739.4736,593.913,633.3333,5.3579,,7509.9515,1140.467
1418,1137.892,738.5964,595.6521,628.0701,5.3785,,7515.33,1137.892
1419,1141.1007,736.8421,596.5217,635.0877,5.3628,,7520.6928,1141.1007
1420,1136.7329,735.9649,593.913,630.7017,5.36,,7526.0528,1136.7329
1421,1137.8696,737.7192,593.913,630.7017,5.3807,,7531.4335,1137.8696
1422,1138.3475,738.5964,596.5217,628.0701,5.3715,,7536.805,1138.3475
1423,1138.0683,735.9649,597.3912,629.8245,5.3738,,7542.1788,1138.0683
1424,1137.4511,734.2105,596.5217,631.5789,5.3756,,7547.5544,1137.4511
1425,1140.4848,740.3508,595.6521,630.7017,5.365,,7552.9194,1140.4848
1426,1138.0981,735.9649,596.5217,630.7017,5.379,,7558.2984,1138.0981
1427,1134.7899,735.9649,593.913,627.1929,5.3633,,7563.6617,1134.7899
1428,1139.2333,737.7192,596.5217,630.7017,5.3687,,7569.0304,1139.2333
1429,1137.1855,740.3508,593.0434,627.1929,5.3764,,7574.4068,1137.1855
1430,1137.0158,735.0877,597.3912,628.9473,5.3578,,7579.7646,1137.0158
1431,1139.3468,738.5964,595.6521,630.7017,5.3682,,7585.1328,1139.3468
1432,1137.301,736.8421,593.913,630.7017,5.379,,7590.5118,1137.301
1433,1136.6278,738.5964,590.4347,630.7017,5.3688,,7595.8806,1136.6278
1434,1136.6708,735.9649,595.6521,628.9473,5.3791,,7601.2597,1136.6708
1435,1135.7109,735.0877,593.0434,630.7017,5.3703,,7606.63,1135.7109
1436,1137.6632,735.0877,593.0434,634.2105,5.3596,,7611.9896,1137.6632
1437,1139.6705,736.8421,595.6521,633.3333,5.3682,,7617.3578,1139.6705
1438,1138.1613,735.9649,594.7825,632.4561,5.3682,,7622.726,1138.1613
1439,1136.8808,736.8421,592.1738,631.5789,5.366,,7628.092,1136.8808
1440,1139.1187,741.228,595.6521,627.1929,5.3763,,7633.4683,1139.1187
1441,1140.8741,738.5964,593.913,635.0877,5.3617,,7638.83,1140.8741
1442,1136.898,737.7192,593.913,628.9473,5.3878,,7644.2178,1136.898
1443,1143.0673,741.228,593.913,635.9649,5.3693,,7649.5871,1143.0673
1444,1140.2569,738.5964,597.3912,630.7017,5.3633,,7654.9504,1140.2569
1445,1137.6425,735.9649,595.6521,630.7017,5.3764,,7660.3268,1137.6425
1446,1144.0533,742.1052,595.6521,635.0877,5.3688,,7665.6956,1144.0533
1447,1136.8148,736.8421,593.913,629.8245,5.3568,,7671.0524,1136.8148
1448,1139.1931,740.3508,591.3043,632.4561,5.3823,,7676.4347,1139.1931
1449,1137.4158,737.7192,593.0434,630.7017,5.3628,,7681.7975,1137.4158
1450,1135.7604,735.9649,593.913,628.9473,5.3752,,7687.1727,1135.7604
1451,1138.0689,739.4736,593.0434,629.8245,5.3824,,7692.5551,1138.0689
1452,1140,740.3508,595.6521,629.8245,5.3568,,7697.9119,1140
1453,1136.5731,734.2105,593.913,632.4561,5.3628,,7703.2747,1136.5731
1454,1141.2889,742.9824,593.913,630.7017,5.3672,,7708.6419,1141.2889
1455,1135.4541,736.8421,591.3043,629.8245,5.3688,,7714.0107,1135.4541
1456,1139.9703,740.3508,596.5217,628.9473,5.3795,,7719.3902,1139.9703
1457,1139.7719,738.5964,597.3912,629.8245,5.3672,,7724.7574,1139.7719
1458,1135.7109,735.0877,593.0434,630.7017,5.3774,,7730.1348,1135.7109
1459,1135.9284,737.7192,593.913,627.1929,5.3709,,7735.5057,1135.9284
1460,1139.6889,737.7192,597.3912,630.7017,5.3672,,7740.8729,1139.6889
1461,1138.0683,735.9649,597.3912,629.8245,5.3807,,7746.2536,1138.0683
1462,1137.7243,736.8421,595.6521,629.8245,5.3654,,7751.619,1137.7243
1463,1135.5979,734.2105,593.913,630.7017,5.3699,,7756.9889,1135.5979
1464,1140.2569,738.5964,597.3912,630.7017,5.3785,,7762.3674,1140.2569
1465,1139.4113,738.5964,593.913,632.4561,5.3639,,7767.7313,1139.4113
1466,1137.1069,735.0877,594.7825,631.5789,5.3797,,7773.111,1137.1069
1467,1138.0493,735.0877,595.6521,632.4561,5.3703,,7778.4813,1138.0493
1468,1135.3721,735.9649,591.3043,630.7017,5.3589,,7783.8402,1135.3721
1469,1135.8251,735.9649,592.1738,630.7017,5.3894,,7789.2296,1135.8251
1470,1140.2655,742.1052,593.0434,630.7017,5.3666,,7794.5962,1140.2655
1471,1137.978,739.4736,595.6521,627.1929,5.359,,7799.9552,1137.978
1472,1136.8808,736.8421,592.1738,631.5789,5.378,,7805.3332,1136.8808
1473,1137.9217,738.5964,594.7825,628.9473,5.3661,,7810.6993,1137.9217
1474,1134.3349,735.9649,593.0434,627.1929,5.3692,,7816.0685,1134.3349
1475,1139.0612,740.3508,594.7825,628.9473,5.372,,7821.4405,1139.0612
1476,1138.09,738.5964,590.4347,633.3333,5.3628,,7826.8033,1138.09
1477,1130.6972,732.4561,590.4347,627.1929,5.3748,,7832.1781,1130.6972
1478,1136.5101,737.7192,591.3043,630.7017,5.3768,,7837.5549,1136.5101
1479,1137.531,735.0877,596.5217,630.7017,5.3677,,7842.9226,1137.531
1480,1137.8696,737.7192,593.913,630.7017,5.3747,,7848.2973,1137.8696
1481,1140.2872,738.5964,596.5217,631.5789,5.3715,,7853.6688,1140.2872
1482,1139.1722,735.9649,593.913,635.0877,5.3639,,7859.0327,1139.1722
1483,1139.1245,740.3508,593.0434,630.7017,5.3769,,7864.4096,1139.1245
1484,1132.087,733.3333,594.7825,624.5614,5.3601,,7869.7697,1132.087
1485,1141.5086,741.228,596.5217,630.7017,5.3737,,7875.1434,1141.5086
1486,1136.1412,738.5964,590.4347,629.8245,5.3757,,7880.5191,1136.1412
1487,1137.3835,737.7192,593.913,629.8245,5.3666,,7885.8857,1137.3835
1488,1138.6655,736.8421,596.5217,630.7017,5.3801,,7891.2658,1138.6655
1489,1139.9686,735.0877,596.5217,635.0877,5.3671,,7896.6329,1139.9686
1490,1137.1875,735.9649,594.7825,630.7017,5.3617,,7901.9946,1137.1875
