








Sample,ADC_0,ADC_1,ADC_2,Timestamp,Acceleration
206,555.2631,619.1304,605.2631,1026.6562,1028.5831
207,557.0175,613.9130,608.7719,1031.7706,1028.4750
208,555.2631,615.6521,606.1403,1036.8858,1027.0107
209,550.0000,611.3043,604.3859,1042.0100,1020.5270
210,552.6315,610.4347,606.1403,1047.1140,1022.4668
211,550.8771,607.8261,605.2631,1052.2415,1019.4418
212,554.3859,608.6956,606.1403,1057.3730,1022.3797
213,553.5087,611.3043,600.0000,1062.4879,1019.8357
214,556.1403,606.0869,597.3684,1067.5882,1016.6034
215,555.2631,607.8261,598.2456,1072.7014,1017.6775
216,557.0175,609.5652,593.8596,1077.8229,1017.1074
217,560.5263,608.6956,592.9824,1082.9357,1018.0021
218,568.4210,607.8261,586.8421,1088.0607,1018.3018
219,565.7894,606.0869,582.4561,1093.1889,1013.2691
220,562.2807,607.8261,588.5964,1098.3128,1015.9025
221,560.5263,606.0869,582.4561,1103.4467,1010.3396
222,560.5263,604.3478,579.8245,1108.5621,1007.7810
223,563.1578,605.2174,578.9473,1113.6823,1009.2645
224,563.1578,606.0869,578.9473,1118.8010,1009.7862
225,559.6491,606.9565,577.1929,1123.9169,1007.3505
226,557.0175,604.3478,577.1929,1129.0505,1004.3189
227,558.7719,604.3478,571.9298,1134.1690,1002.2804
228,557.0175,601.7391,571.9298,1139.2991,999.7310
229,550.0000,602.6087,572.8070,1144.3507,996.8676
230,552.6315,604.3478,573.6842,1149.3656,999.8757
231,550.0000,606.0869,571.0526,1154.3952,997.9691
232,554.3859,601.7391,570.1754,1159.3979,997.2631
233,550.8771,600.8695,565.7894,1164.4263,992.2840
234,548.2456,600.8695,567.5438,1169.4593,991.8283
235,551.7543,599.1304,565.7894,1174.4934,991.7196
236,551.7543,600.0000,565.7894,1179.5234,992.2452
237,548.2456,599.1304,564.0350,1184.5355,988.7700
238,541.2280,600.8695,564.9122,1189.5577,986.4572
239,542.1052,600.0000,564.9122,1194.5905,986.4096
240,541.2280,599.1304,564.0350,1199.5996,984.8963
241,538.5964,597.3912,564.9122,1204.6228,982.8980
242,538.5964,597.3912,566.6666,1209.6541,983.9073
243,534.2105,597.3912,569.2982,1214.6860,983.0349
244,531.5789,597.3912,564.9122,1219.7086,979.0701
245,529.8245,595.6521,568.4210,1224.7362,979.0904
246,528.0701,600.0000,564.0350,1229.7658,978.2605
247,526.3157,596.5217,569.2982,1234.7663,978.2366
248,522.8070,601.7391,571.0526,1239.7932,980.5703
249,516.6666,600.0000,575.4385,1244.8226,978.8125
250,514.9122,598.2608,573.6842,1249.8375,975.7890
251,519.2982,595.6521,573.6842,1254.8807,976.5171
252,514.9122,599.1304,571.9298,1259.9234,975.2926
253,514.9122,593.9130,570.1754,1264.9656,971.0650
254,523.6842,594.7825,572.8070,1270.0062,977.8135
255,526.3157,593.9130,573.6842,1275.0435,979.2111
256,526.3157,595.6521,572.8070,1280.0815,979.7539
257,530.7017,593.0434,571.9298,1285.1224,980.0248
258,532.4561,593.9130,571.0526,1290.1538,980.9909
259,528.0701,594.7825,571.0526,1295.1916,979.1453
260,527.1929,592.1738,568.4210,1300.2208,975.5536
261,526.3157,595.6521,565.7894,1305.2585,975.6677
262,525.4385,594.7825,565.7894,1310.3006,974.6639
263,522.8070,595.6521,564.9122,1315.3552,973.2700
264,522.8070,593.9130,566.6666,1320.3878,973.2271
265,520.1754,591.3043,565.7894,1325.4197,969.7117
266,525.4385,590.4347,567.5438,1330.4499,973.0390
267,534.2105,592.1738,564.0350,1335.4775,976.8246
268,536.8421,593.9130,563.1578,1340.5013,978.8150
269,543.8596,593.0434,562.2807,1345.5336,981.6533
270,555.2631,590.4347,563.1578,1350.5611,986.9534
271,571.0526,595.6521,562.2807,1355.5919,998.5300
272,585.0877,592.1738,557.0175,1360.6195,1001.6317
273,604.3859,590.4347,557.0175,1365.7283,1012.0099
274,616.6666,593.0434,552.6315,1370.8372,1018.5185
275,620.1754,598.2608,552.6315,1375.9654,1023.6870
276,597.3684,593.9130,558.7719,1381.0964,1010.8450
277,552.6315,594.7825,557.8947,1386.2286,985.0961
278,535.9649,586.9565,567.5438,1391.2675,976.6690
279,530.7017,580.8695,569.2982,1396.3135,971.1613
280,535.9649,578.2608,573.6842,1401.3574,975.0679
281,535.0877,566.0869,575.4385,1406.3837,968.4538
282,528.0701,566.0869,571.0526,1411.4060,961.9842
283,527.1929,556.5217,566.6666,1416.4237,953.2890
284,535.0877,558.2608,560.5263,1421.4528,955.0726
285,540.3508,562.6087,550.8771,1426.4739,954.9729
286,549.1228,564.3478,547.3684,1431.5074,958.9768
287,557.0175,569.5652,539.4736,1436.5350,962.1356
288,564.9122,572.1738,533.3333,1441.5582,964.8591
289,572.8070,575.6521,525.4385,1446.5878,967.2481
290,577.1929,578.2608,525.4385,1451.6208,971.4026
291,584.2105,580.0000,527.1929,1456.6473,977.5655
292,589.4736,584.3478,523.6842,1461.6568,981.4207
293,592.1052,588.6956,521.9298,1466.6882,984.6633
294,579.8245,587.8261,523.6842,1471.7189,977.7429
295,567.5438,585.2174,525.4385,1476.7552,969.8820
296,562.2807,580.8695,532.4561,1481.7871,968.0281
297,562.2807,574.7825,541.2280,1486.8140,969.2587
298,559.6491,575.6521,537.7192,1491.8439,966.2942
299,560.5263,569.5652,541.2280,1496.8892,965.1539
300,567.5438,564.3478,546.4912,1501.9293,969.1476
301,569.2982,560.8695,546.4912,1506.9709,968.1569
302,574.5614,562.6087,543.8596,1512.0131,970.7896
303,578.9473,564.3478,539.4736,1517.0538,971.9570
304,577.1929,561.7391,534.2105,1522.0932,966.4799
305,579.8245,566.0869,533.3333,1527.1306,970.1007
306,586.8421,566.0869,526.3157,1532.1662,970.4877
307,585.0877,566.9565,521.9298,1537.2025,967.5629
308,591.2280,570.4347,520.1754,1542.2441,972.3831
309,588.5964,566.9565,514.0350,1547.2846,965.4624
310,588.5964,570.4347,509.6491,1552.3356,965.1859
311,587.7192,562.6087,508.7719,1557.3663,959.5787
312,581.5789,565.2174,506.1403,1562.3999,955.9721
313,577.1929,565.2174,504.3859,1567.4293,952.3800
314,566.6666,569.5652,502.6315,1572.4577,947.7099
315,556.1403,560.8695,502.6315,1577.4896,936.2186
316,551.7543,560.0000,499.1228,1582.5198,931.2124
317,555.2631,560.8695,500.0000,1587.5290,934.2868
318,558.7719,561.7391,499.1228,1592.5424,936.4296
319,557.0175,562.6087,494.7368,1597.5729,933.5746
320,559.6491,563.4782,497.3684,1602.6013,937.0646
321,565.7894,567.8261,493.8596,1607.6309,941.5102
322,561.4035,567.8261,492.1052,1612.6655,937.9594
323,571.9298,570.4347,492.1052,1617.6979,945.8684
324,572.8070,574.7825,492.1052,1622.7314,949.0260
325,578.9473,572.1738,493.8596,1627.7568,952.0821
326,584.2105,572.1738,492.1052,1632.7866,954.3859
327,580.7017,574.7825,495.6140,1637.8131,955.6269
328,585.9649,574.7825,495.6140,1642.8487,958.8342
329,585.0877,575.6521,494.7368,1647.8951,958.3671
330,591.2280,577.3912,497.3684,1652.9373,964.5240
331,592.9824,573.9130,502.6315,1657.9792,966.2520
