Sample,ADC_0,ADC_1,ADC_2,Timestamp,Acceleration
212,690.3508,644.3478,574.5614,1058.9732,1105.3909
213,689.4736,640.8695,572.8070,1064.1038,1101.9055
214,685.9649,644.3478,571.0526,1069.2366,1100.8328
215,681.5789,643.4782,571.9298,1074.3646,1098.0518
216,681.5789,643.4782,576.3157,1079.4815,1100.3426
217,679.8245,644.3478,572.8070,1084.6008,1097.9313
218,684.2105,644.3478,571.9298,1089.7227,1100.1962
219,687.7192,642.6087,574.5614,1094.8420,1102.7351
220,688.5964,649.5652,572.8070,1099.9781,1106.4393
221,688.5964,651.3043,575.4385,1105.1119,1108.8245
222,690.3508,650.4347,570.1754,1110.2431,1106.6840
223,688.5964,653.9130,575.4385,1115.3745,1110.3588
224,686.8421,647.8261,574.5614,1120.4963,1105.2382
225,685.0877,646.0869,571.9298,1125.6193,1101.7609
226,687.7192,651.3043,572.8070,1130.7362,1106.9160
227,675.4385,660.0000,570.1754,1135.8614,1103.1397
228,678.0701,654.7825,572.8070,1140.9736,1103.0083
229,674.5614,661.7391,571.9298,1146.0976,1104.5521
230,676.3157,657.3912,574.5614,1151.2298,1104.3945
231,677.1929,659.1304,576.3157,1156.3583,1106.8798
232,678.0701,657.3912,577.1929,1161.4732,1106.8397
233,681.5789,657.3912,581.5789,1166.5870,1111.2817
234,684.2105,651.3043,582.4561,1171.7067,1109.7731
235,682.4561,655.6521,579.8245,1176.8271,1109.8751
236,680.7017,649.5652,581.5789,1181.9637,1106.1301
237,681.5789,651.3043,585.9649,1187.0954,1110.0008
238,681.5789,650.4347,583.3333,1192.2174,1108.1032
239,685.0877,649.5652,584.2105,1197.3475,1110.2171
240,685.0877,646.0869,585.0877,1202.4614,1108.6483
241,685.0877,646.9565,586.8421,1207.5718,1110.0817
242,686.8421,645.2174,587.7192,1212.6883,1110.6176
243,688.5964,644.3478,589.4736,1217.8125,1112.1279
244,691.2280,643.4782,586.8421,1222.9422,1111.8652
245,686.8421,644.3478,586.8421,1228.0776,1109.6485
246,688.5964,641.7391,586.8421,1233.2071,1109.2239
247,692.1052,639.1304,590.3508,1238.3399,1111.7606
248,695.6140,643.4782,586.8421,1243.4549,1114.5971
249,692.1052,637.3912,586.8421,1248.5786,1108.9008
250,702.6315,638.2608,586.8421,1253.6976,1115.9980
251,695.6140,644.3478,585.9649,1258.8197,1114.6379
252,695.6140,646.9565,581.5789,1263.9539,1113.8516
253,699.1228,651.3043,582.4561,1269.0910,1119.0286
254,700.8771,653.9130,583.3333,1274.2116,1122.1002
255,702.6315,657.3912,578.0701,1279.3426,1122.5059
256,701.7543,661.7391,583.3333,1284.4570,1127.2247
257,705.2631,676.5217,578.9473,1289.5795,1135.8951
258,702.6315,683.4782,578.0701,1294.7025,1137.9801
259,701.7543,693.9130,579.8245,1299.8236,1144.6270
260,699.1228,706.9565,578.9473,1304.9611,1150.5391
261,699.1228,713.9130,580.7017,1310.0965,1155.7071
262,696.4912,719.1304,578.9473,1315.2255,1156.4725
263,697.3684,720.8695,583.3333,1320.3555,1160.2816
264,700.8771,713.9130,578.0701,1325.4764,1155.4504
265,685.0877,710.4347,579.8245,1330.5961,1144.6655
266,683.3333,713.0434,578.9473,1335.7154,1144.7949
267,684.2105,700.0000,586.8421,1340.8323,1141.2833
268,681.5789,696.5217,592.1052,1345.9461,1140.2987
269,685.9649,693.0434,585.9649,1351.0745,1137.6343
270,687.7192,684.3478,588.5964,1356.2003,1134.7844
271,688.5964,680.0000,593.8596,1361.3330,1135.4445
272,691.2280,677.3912,588.5964,1366.4360,1132.7404
273,690.3508,675.6521,586.8421,1371.5563,1130.2539
274,691.2280,670.4347,590.3508,1376.6794,1129.5101
275,693.8596,663.4782,589.4736,1381.8007,1126.5539
276,691.2280,664.3478,589.4736,1386.9365,1125.4481
277,689.4736,660.8695,596.4912,1392.0675,1126.0214
278,694.7368,654.7825,593.8596,1397.1932,1124.3081
279,692.1052,654.7825,594.7368,1402.3328,1123.1481
280,691.2280,653.0434,592.9824,1407.4500,1120.6650
281,688.5964,651.3043,590.3508,1412.5660,1116.6363
282,692.1052,644.3478,592.9824,1417.6857,1116.1640
283,692.1052,645.2174,592.1052,1422.8039,1116.2006
284,698.2456,642.6087,600.0000,1427.9194,1122.7167
285,685.9649,643.4782,597.3684,1433.0352,1114.2087
286,691.2280,647.8261,594.7368,1438.1625,1118.5645
287,692.1052,651.3043,593.8596,1443.3078,1120.6588
288,688.5964,646.0869,592.1052,1448.4265,1114.5322
289,684.2105,654.7825,594.7368,1453.5413,1118.3005
290,688.5964,653.9130,592.9824,1458.6617,1119.5515
291,685.0877,657.3912,590.3508,1463.7869,1118.0440
292,680.7017,664.3478,593.8596,1468.8991,1121.3305
293,680.7017,667.8261,585.0877,1474.0341,1118.7824
294,678.0701,669.5652,585.0877,1479.1614,1118.2237
295,681.5789,679.1304,586.8421,1484.2823,1127.0100
296,684.2105,679.1304,585.0877,1489.4069,1127.6922
297,684.2105,682.6087,583.3333,1494.5218,1128.8828
298,691.2280,683.4782,586.8421,1499.6437,1135.4833
299,687.7192,684.3478,582.4561,1504.7673,1131.6116
300,683.3333,680.8695,589.4736,1509.8892,1130.4897
301,681.5789,680.8695,585.0877,1515.0253,1127.1472
302,685.0877,681.7391,589.4736,1520.1499,1132.0744
303,685.0877,679.1304,581.5789,1525.2751,1126.4090
304,685.0877,679.1304,583.3333,1530.4014,1127.3159
305,686.8421,678.2608,574.5614,1535.5147,1123.3480
306,688.5964,674.7825,582.4561,1540.6351,1126.3887
307,687.7192,680.8695,579.8245,1545.7576,1128.1567
308,691.2280,675.6521,580.7017,1550.8812,1127.6154
309,688.5964,675.6521,584.2105,1556.0152,1127.8177
310,687.7192,672.1738,576.3157,1561.1435,1121.1224
311,686.8421,672.1738,583.3333,1566.2686,1124.2097
312,687.7192,673.0434,578.9473,1571.3970,1122.9984
313,683.3333,666.0869,579.8245,1576.5157,1116.6077
314,685.0877,667.8261,579.8245,1581.6339,1118.7196
315,682.4561,670.4347,578.0701,1586.7569,1117.7630
316,678.0701,670.4347,579.8245,1591.8760,1116.0010
317,678.0701,675.6521,572.8070,1596.9986,1115.5235
318,679.8245,677.3912,576.3157,1602.1308,1119.4464
319,684.2105,674.7825,572.8070,1607.2603,1118.7419
320,685.0877,679.1304,576.3157,1612.3930,1123.7006
321,688.5964,681.7391,579.8245,1617.5079,1129.2165
322,687.7192,679.1304,571.9298,1622.6314,1123.0671
323,688.5964,685.2174,572.8070,1627.7496,1127.7392
324,694.7368,679.1304,575.4385,1632.8742,1129.1621
325,692.9824,684.3478,576.3157,1638.0059,1131.6787
326,692.1052,681.7391,569.2982,1643.1323,1126.0010
327,688.5964,682.6087,575.4385,1648.2537,1127.4969
328,685.0877,681.7391,578.0701,1653.3881,1126.1787
329,685.0877,681.7391,575.4385,1658.5014,1124.8302
330,683.3333,680.0000,578.9473,1663.6213,1124.5107
331,679.8245,686.0869,576.3157,1668.7253,1124.7296
332,680.7017,679.1304,578.0701,1673.8446,1121.9350
333,676.3157,688.6956,578.9473,1678.9739,1125.5598
334,676.3157,687.8261,571.9298,1684.1090,1121.4327
335,676.3157,691.3043,572.8070,1689.2429,1124.0162
336,677.1929,692.1738,576.3157,1694.3692,1126.8695
337,672.8070,694.7825,575.4385,1699.4868,1125.3984
338,671.0526,698.2608,579.8245,1704.6097,1128.7498
339,670.1754,697.3912,578.9473,1709.7290,1127.2398
340,671.0526,695.6521,579.8245,1714.8489,1127.1380
341,670.1754,696.5217,583.3333,1719.9805,1128.9620
342,667.5438,698.2608,587.7192,1725.1138,1130.7506
343,667.5438,698.2608,579.8245,1730.2467,1126.6674
344,664.0350,697.3912,583.3333,1735.3789,1125.8663
345,666.6666,693.0434,589.4736,1740.4953,1127.9329
