Sample,ADC_0,ADC_1,ADC_2,Timestamp,Acceleration
464,588.5964,504.3478,620.1754,2324.9030,992.6883
465,592.9824,505.2173,620.1754,2329.9467,995.7360
466,596.4912,509.5652,616.6666,2334.9912,997.8658
467,592.1052,505.2173,618.4210,2340.0388,994.1216
468,593.8596,512.1738,613.1578,2345.0739,995.4666
469,593.8596,513.0434,618.4210,2350.1101,999.1633
470,599.1228,506.0869,621.0526,2355.1457,1000.3891
471,599.1228,513.9130,623.6842,2360.2661,1006.0003
472,598.2456,512.1738,619.2982,2365.3896,1001.8733
473,602.6315,510.4347,621.0526,2370.5078,1004.6964
474,593.8596,511.3043,621.0526,2375.6281,999.9038
475,595.6140,504.3478,623.6842,2380.6589,999.0519
476,599.1228,503.4782,624.5614,2385.6875,1001.2569
477,599.1228,506.0869,621.9298,2390.8083,1000.9339
478,601.7543,504.3478,628.0701,2395.9265,1005.4587
479,601.7543,506.9565,631.5789,2401.0576,1008.9624
480,600.8771,500.0000,629.8245,2406.1909,1003.8587
481,599.1228,500.0000,629.8245,2411.3195,1002.8096
482,601.7543,500.8695,630.7017,2416.4223,1005.3673
483,600.0000,505.2173,635.0877,2421.5485,1009.2477
484,603.5087,503.4782,630.7017,2426.6477,1007.7191
485,600.0000,507.8260,635.9649,2431.7746,1011.1076
486,600.0000,506.0869,630.7017,2436.8801,1006.9303
487,600.8771,506.9565,631.5789,2441.9929,1008.4395
488,602.6315,500.0000,632.4561,2447.1311,1006.5612
489,599.1228,508.6956,628.9473,2452.2465,1006.6251
490,602.6315,506.9565,629.8245,2457.3798,1008.3891
491,600.8771,511.3043,623.6842,2462.5056,1005.7174
492,601.7543,511.3043,625.4385,2467.6313,1007.3300
493,598.2456,508.6956,625.4385,2472.7553,1003.9135
